"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WSF2","WSF5"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-06","7.38","0.00","0.0","0.0","69","82","56","18.1","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-07","7.83","0.64","0.0","0.0","68","74","60","18.1","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-08","4.03","0.57","0.0","0.0","64","77","52","21.0","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-09","10.74","0.00","0.0","0.0","64","69","57","21.0","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-10","3.58","0.00","0.0","0.0","64","75","53","15.0","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-11","5.14","0.00","0.0","0.0","65","75","57","10.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-12","5.14","0.00","0.0","0.0","68","79","61","14.1","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-13","3.58","0.01","0.0","0.0","75","86","68","8.9","12.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-14","6.71","0.13","0.0","0.0","74","79","66","18.1","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-15","5.14","0.00","0.0","0.0","78","92","69","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-16","9.17","0.00","0.0","0.0","83","91","71","21.0","31.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-17","14.54","0.00","0.0","0.0","77","84","68","30.0","36.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-18","15.88","0.00","0.0","0.0","65","71","53","28.0","34.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-19","9.84","0.00","0.0","0.0","61","74","46","23.0","33.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-20","3.80","0.00","0.0","0.0","63","70","56","13.0","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-21","5.82","0.00","0.0","0.0","72","89","60","16.1","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-22","6.93","0.43","0.0","0.0","80","94","68","44.1","55.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-23","9.62","0.00","0.0","0.0","74","83","65","16.1","31.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-24","3.13","0.00","0.0","0.0","72","83","57","12.1","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-25","2.01","0.00","0.0","0.0","74","88","59","12.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-26","6.93","0.03","0.0","0.0","76","83","68","18.1","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-27","9.84","0.22","0.0","0.0","71","77","57","19.9","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-28","2.91","0.00","0.0","0.0","65","76","53","12.1","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-29","3.80","0.00","0.0","0.0","69","82","54","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-06-30","4.47","0.00","0.0","0.0","73","87","56","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-01","7.61","0.06","0.0","0.0","77","89","65","19.9","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-02","5.82","0.04","0.0","0.0","75","85","68","17.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-03","5.14","0.00","0.0","0.0","74","85","63","16.1","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-04","3.36","0.00","0.0","0.0","74","86","58","10.1","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-05","8.28","0.22","0.0","0.0","75","83","69","17.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-06","4.92","0.67","0.0","0.0","76","82","70","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-07","6.49","0.00","0.0","0.0","75","84","67","13.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-08","3.58","0.00","0.0","0.0","73","78","66","8.9","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-09","8.05","0.00","0.0","0.0","74","85","68","17.0","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-10","4.70","0.00","0.0","0.0","74","86","63","10.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-11","7.83","0.00","0.0","0.0","76","86","63","17.0","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-12","9.84","0.00","0.0","0.0","79","89","72","21.9","28.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-13","6.26","0.27","0.0","0.0","75","84","63","38.9","44.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-14","6.49","0.00","0.0","0.0","69","80","61","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-15","3.80","0.00","0.0","0.0","72","84","59","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-16","4.03","0.11","0.0","0.0","69","76","63","12.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-17","5.82","1.17","0.0","0.0","71","77","65","18.1","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-18","8.05","0.17","0.0","0.0","71","77","68","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-19","6.04","0.00","0.0","0.0","75","85","67","15.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-20","9.62","0.21","0.0","0.0","79","88","69","23.0","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-21","8.28","0.00","0.0","0.0","77","86","67","21.9","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-22","7.16","0.00","0.0","0.0","78","88","68","21.0","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-23","7.16","0.14","0.0","0.0","76","89","66","36.0","47.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-24","10.51","0.00","0.0","0.0","76","90","68","21.9","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-25","8.95","0.49","0.0","0.0","79","82","65","19.9","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-26","3.58","0.00","0.0","0.0","70","78","59","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-27","5.82","0.08","0.0","0.0","72","79","66","15.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-28","7.61","0.06","0.0","0.0","76","83","72","15.0","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-29","4.47","0.00","0.0","0.0","73","79","63","13.0","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-30","4.03","0.00","0.0","0.0","71","82","60","14.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-07-31","2.24","0.00","0.0","0.0","69","75","62","8.9","11.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-01","6.49","0.06","0.0","0.0","69","80","62","15.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-02","7.61","0.00","0.0","0.0","73","84","67","19.9","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-03","5.59","0.00","0.0","0.0","75","88","61","17.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-04","4.92","0.02","0.0","0.0","78","88","71","35.1","44.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-05","5.37","0.00","0.0","0.0","76","87","69","14.1","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-06","4.70","0.31","0.0","0.0","74","82","69","15.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-07","5.82","0.21","0.0","0.0","77","85","71","18.1","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-08","7.16","0.00","0.0","0.0","76","85","71","15.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-09","7.38","0.13","0.0","0.0","76","77","70","15.0","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-10","4.03","0.00","0.0","0.0","71","74","65","8.9","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-11","7.38","0.02","0.0","0.0","69","79","59","18.1","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-12","7.16","0.00","0.0","0.0","68","79","57","16.1","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-13","2.91","0.00","0.0","0.0","66","78","51","8.9","13.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-14","2.68","0.00","0.0","0.0","66","71","61","8.9","12.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-15","6.93","0.00","0.0","0.0","67","75","59","16.1","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-16","8.05","0.05","0.0","0.0","68","78","62","21.9","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-17","4.92","0.14","0.0","0.0","67","78","61","18.1","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-18","2.24","0.00","0.0","0.0","68","82","55","14.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-19","2.01","0.00","0.0","0.0","72","85","58","12.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-20","4.70","0.17","0.0","0.0","74","87","62","23.0","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-21","4.70","1.58","0.0","0.0","71","79","62","18.1","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-22","5.82","0.57","0.0","0.0","69","78","64","23.0","31.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-23","6.71","0.00","0.0","0.0","70","80","63","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-24","2.68","0.00","0.0","0.0","72","83","61","8.9","12.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-25","2.91","0.00","0.0","0.0","72","84","61","10.1","13.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-26","6.49","0.05","0.0","0.0","74","82","67","18.1","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-27","4.03","0.00","0.0","0.0","71","81","63","8.9","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-28","3.13","0.00","0.0","0.0","72","87","59","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-29","7.16","0.03","0.0","0.0","77","88","68","17.0","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-30","7.61","0.05","0.0","0.0","71","77","64","21.0","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-08-31","7.83","0.00","0.0","0.0","68","78","58","17.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-01","4.92","0.00","0.0","0.0","70","81","60","15.0","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-02","3.13","0.00","0.0","0.0","71","84","59","13.0","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-03","3.58","0.00","0.0","0.0","73","81","65","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-04","3.80","0.83","0.0","0.0","71","76","65","21.9","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-05","3.13","1.71","0.0","0.0","71","76","67","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-06","5.82","0.06","0.0","0.0","69","75","66","14.1","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-07","8.50","0.04","0.0","0.0","68","77","64","15.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-08","4.47","0.00","0.0","0.0","69","78","60","12.1","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-09","5.14","0.00","0.0","0.0","68","81","56","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-10","5.82","0.00","0.0","0.0","68","73","60","10.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-11","4.25","0.90","0.0","0.0","68","74","63","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-12","5.82","0.01","0.0","0.0","69","75","57","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-13","5.82","0.00","0.0","0.0","60","67","52","17.0","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-14","4.92","0.00","0.0","0.0","62","74","52","13.0","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-15","3.80","0.00","0.0","0.0","65","75","56","12.1","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-16","1.12","0.00","0.0","0.0","64","78","53","8.1","12.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-17","1.79","0.00","0.0","0.0","67","79","55","10.1","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-18","5.59","0.00","0.0","0.0","69","80","61","17.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-19","6.26","0.33","0.0","0.0","68","74","63","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-20","4.70","0.00","0.0","0.0","68","78","58","16.1","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-21","7.16","0.01","0.0","0.0","69","83","59","17.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-22","14.76","0.70","0.0","0.0","66","71","48","30.0","38.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-23","7.38","0.00","0.0","0.0","52","61","42","19.9","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-24","3.80","0.00","0.0","0.0","55","65","46","12.1","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-25","9.40","0.27","0.0","0.0","62","70","55","29.1","33.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-26","10.29","0.03","0.0","0.0","58","66","50","28.0","36.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-27","8.72","0.13","0.0","0.0","51","59","45","19.9","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-28","6.71","0.13","0.0","0.0","49","60","43","19.9","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-29","6.71","0.00","0.0","0.0","52","60","47","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-09-30","6.49","0.00","0.0","0.0","50","59","42","13.0","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-01","10.51","0.45","0.0","0.0","52","54","50","19.9","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-02","10.07","0.05","0.0","0.0","56","66","49","17.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-03","5.37","0.00","0.0","0.0","52","63","40","15.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-04","6.26","0.00","0.0","0.0","51","59","42","13.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-05","4.47","0.00","0.0","0.0","56","71","43","13.0","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-06","3.58","0.00","0.0","0.0","56","67","44","10.1","13.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-07","9.40","0.00","0.0","0.0","54","58","45","19.9","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-08","7.16","0.00","0.0","0.0","47","53","39","16.1","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-09","6.71","0.00","0.0","0.0","46","59","37","19.9","25.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-10","4.70","0.00","0.0","0.0","52","66","42","15.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-11","2.46","0.00","0.0","0.0","56","69","43","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-12","6.26","0.07","0.0","0.0","56","71","44","15.0","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-13","8.50","0.43","0.0","0.0","58","61","42","25.9","31.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-14","4.70","0.00","0.0","0.0","48","61","35","19.9","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-15","9.62","0.00","0.0","0.0","54","61","37","21.9","33.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-16","5.37","0.00","0.0","0.0","49","64","36","17.0","23.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-17","11.86","0.00","0.0","0.0","49","55","40","23.9","35.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-18","10.96","0.02","0.0","0.0","40","43","35","18.1","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-19","10.74","0.12","0.0","0.0","38","43","34","21.9","33.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-20","8.95","0.00","0.0","0.0","41","52","33","21.0","32.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-21","5.59","0.00","0.0","0.0","48","63","34","18.1","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-22","3.13","0.00","0.0","0.0","53","71","39","14.1","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-23","2.24","0.00","0.0","0.0","55","72","36","8.9","12.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-24","0.89","0.00","0.0","0.0","54","73","37","6.9","10.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-25","4.47","0.00","0.0","0.0","56","73","40","12.1","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-26","8.95","0.32","0.0","0.0","57","60","46","18.1","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-27","7.61","0.00","0.0","0.0","48","55","42","17.0","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-28","5.59","0.00","0.0","0.0","45","57","37","13.0","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-29","3.80","0.00","0.0","0.0","48","63","32","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-30","3.13","0.00","0.0","0.0","50","63","36","8.9","12.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-10-31","4.70","0.30","0.0","0.0","54","62","49","12.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-01","5.14","0.01","0.0","0.0","58","60","48","15.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-02","1.79","0.00","0.0","0.0","51","57","44","8.9","11.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-03","2.01","0.00","0.0","0.0","52","68","40","8.9","13.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-04","6.49","0.00","0.0","0.0","58","71","47","16.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-05","11.41","0.04","0.0","0.0","66","79","57","23.0","35.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-06","6.49","0.00","0.0","0.0","69","74","59","18.1","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-07","7.61","0.00","0.0","0.0","59","65","44","18.1","21.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-08","6.71","0.00","0.0","0.0","47","56","38","14.1","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-09","6.93","0.00","0.0","0.0","48","65","35","14.1","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-10","5.37","0.00","0.0","0.0","53","68","40","14.1","18.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-11","6.71","2.36","0.0","0.0","58","63","53","21.9","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-12","10.51","0.21","0.0","0.0","49","56","34","21.9","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-13","10.74","0.00","0.0","0.0","35","40","33","21.9","25.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-14","4.25","0.00","0.0","0.0","35","38","31","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-15","5.82","0.24","1.6","0.0","32","38","29","12.1","14.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-16","7.83","0.07","0.6","0.0","34","37","31","21.0","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-17","12.08","0.01","0.1","0.0","32","35","29","21.0","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-18","10.74","0.04","0.9","0.0","29","32","25","21.9","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-19","10.07","0.01","0.1","0.0","26","31","20","28.0","35.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-20","10.96","0.00","0.0","0.0","25","29","19","31.1","40.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-21","8.95","0.00","0.0","0.0","27","43","17","21.9","31.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-22","5.82","0.00","0.0","0.0","39","50","27","17.0","23.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-23","3.80","0.00","0.0","0.0","43","55","30","13.0","16.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-24","2.24","0.00","0.0","0.0","40","60","26","8.1","11.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-25","10.29","0.13","0.0","0.0","47","51","33","23.0","30.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-26","3.80","0.00","0.0","0.0","40","52","31","15.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-27","7.61","0.51","0.0","0.0","46","60","38","25.9","35.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-28","8.28","0.03","0.0","0.0","44","48","39","23.0","29.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-29","6.71","0.00","0.0","0.0","43","53","39","15.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-11-30","14.32","0.40","0.0","0.0","46","55","30","35.1","40.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-12-01","8.50","0.00","0.0","0.0","29","33","23","25.9","33.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-12-02","6.04","0.00","0.0","0.0","33","55","22","19.9","27.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-12-03","14.32","0.22","0.0","0.0","49","56","30","33.1","42.1"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-12-04","6.04","0.00","0.0","0.0","31","37","23","16.1","19.9"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-12-05","5.14","0.00","0.0","0.0","33","50","21","13.0","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-12-06","3.80","0.22","0.0","0.0","42","50","38","8.9","11.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-12-07","6.04","0.12","0.0","0.0","52","58","47","15.0","17.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-12-08","4.92","0.00","0.0","0.0","45","47","37","12.1","15.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-12-09","7.61","0.00","0.0","0.0","37","44","30","13.0","19.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-12-10","6.04","0.08","0.0","0.0","37","43","33","10.1","13.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-12-11","7.16","0.06","0.0","0.0","40","42","37","15.0","21.0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2022-12-12","6.49","0.00","0.0","0.0","35","37","33","13.0","17.0"
